"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA01116","GB1558A","","Bristol Patchway","Urban Background","Bristol Urban Area","2025-11-12","","51.529672","-2.586420","181359.00","359417.00","","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is sited on a grass area on corner of residential road in a housing estate in the Patchway area of Bristol."
"UKA00494","GB0884A","","Bristol St Paul's","Urban Background","Bristol Urban Area","2006-06-15","","51.462839","-2.584482","173925.03","359492.10","15","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located within a self contained, air conditioned unit within the car park of a day nursery. The monitoring station is approximately 30 metres south east of Wilder Street, a lightly trafficked urban back street. The surrounding area is primarily residential, with some commercial premises in the immediate vicinity. "
"UKA00631","GB1072A","","Bristol Temple Way","Urban Traffic","Bristol Urban Area","2017-04-01","","51.457968","-2.583975","173383.00","359523.00","13","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside multi-lane section of the A4044 (Temple Way), a major route in and out of Bristol city centre. Close to a hotel, shops and flats. Located adjacent to Champion Square. The monitoring station is located approximately 5 metres from the kerb."
"UKA00652","GB1094A","","Burton-on-Trent Horninglow","Urban Background","West Midlands","2018-02-01","","52.821050","-1.635718","324897.00","424646.00","46","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00598","GB1040A","","Bury Whitefield Roadside","Urban Traffic","Greater Manchester Urban Area","2014-07-11","","53.559029","-2.293772","406974.42","380637.36","102","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned mobile unit within the fenced grounds of St Bernadettes Roman Catholic Primary School, on the road side of A56 -Manchester road. The surrounding area comprises residential houses, in an urban environment. The monitoring station is located approximately 8 metres from the kerb."
"UKA00128","GB0033R","GB0033R","Bush Estate","Rural Background","Central Scotland","1986-04-01","","55.862281","-3.205782","663890.62","324629.04","180","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","","The monitoring station is located within a self-contained, air conditioned housing located within the grounds of the Institute of Terrestrial Ecology some 10 kilometres south of the centre of Edinburgh. The nearest road is a quiet rural road approximately 50 metres north of the station. The A702 is approximately 450 metres west of the site. The surrounding area is generally open with trees located within the vicinity approximately 40 metres from the monitoring station. "
"UKA01115","GB1557A","","Cambridge King's Hedges","Urban Background","Eastern","2025-10-27","","52.230135","0.139191","261258.00","546193.00","","Automatic Urban and Rural Monitoring Network (AURN)","","The site is located in  green space within a residential area on the outskirts of Cambridge, just south of a Science Park."
"UKA00396","GB0726A","","Cambridge Roadside","Urban Traffic","Eastern","1999-06-26","","52.202370","0.124456","258142.42","545279.43","19","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is contained within the first floor offices of the City Council on Regent Street. The road is a busy urban street which leads traffic directly to the city centre shopping area. The monitoring station is located approximately 2.5 metres from the kerb."
"UKA00259","GB0636A","","Camden Kerbside","Urban Traffic","Greater London Urban Area","1996-05-16","","51.544233","-0.175228","184392.96","526635.31","58","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located in a self contained, air conditioned cabin on the north side of the Swiss Cottage Junction on the A41 (Finchley Road). The site is at the southern end of a broad street canyon, the road is often congested. Pedestrian traffic is also high. The surrounding area mainly consists of shops and offices. The site is part of the London Air Quality Network and is owned and funded by the London Borough of Camden. The monitoring station is located approximately 1 metre from the kerb."
"UKA00623","GB1064A","","Cannock A5190 Roadside","Urban Traffic","West Midlands","2016-08-10","","52.687298","-1.980821","309956.61","401393.54","182","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside monitoring station beside A5190 Cannock Road near junction with Newlands Lane, Cannock. The monitoring station is located approximately 5.7 metres from the kerb."
"UKA00217","GB0580A","","Cardiff Centre","Urban Background","Cardiff Urban Area","1992-05-12","","51.481780","-3.176250","176525.75","318416.22","12","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is located within a self-contained, air-conditioned housing located within a pedestrianised area. The nearest road, the A4161 North Road is approximately 200 metres to the west of the station and is subject to periodic congestion during peak periods. The surrounding area comprises retail and business premises."
"UKA00653","GB1095A","","Cardiff Newport Road","Urban Traffic","Cardiff Urban Area","2018-04-01","","51.490960","-3.152305","177520.00","320095.00","8","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside A4161 Newport Road, situated at the end of Richards Terrace. The monitoring station is located approximately 7 metres from the kerb."
"UKA00932","GB1374A","","Carlisle Morton A595","Urban Traffic","North West & Merseyside","2021-08-24","","54.885823","-2.964955","554990.46","338195.25","41","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","Approximately 50m from Morton Community Centre. Enclosure located behind a 2m high listed wall. Located on Wigton Road (A595). The monitoring station is located approximately 8 metres from the kerb."
"UKA00537","GB0957A","GB0053R","Charlton Mackrell","Rural Background","South West","2008-09-03","","51.056250","-2.683450","128767.68","352195.88","54","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained, air conditioned housing within an open field. The current location is approximately 500 metres west of the original (Somerton) location. The nearest road is approximately 500 metres and is a quiet rural lane.  "
"UKA00553","GB1007A","","Chatham Roadside","Urban Traffic","South East","2010-03-25","","51.374264","0.547970","166992.84","577436.75","80","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network","","The monitoring station is within a self-contained, air-conditioned housing located inside school grounds on Rainham Road (A2). The surrounding area is urban residential. The monitoring station is located approximately 4 metres from the kerb."
"UKA01101","GB1543A","","Cheltenham A40 Gloucester Road","Urban Traffic","South West","2025-03-20","","51.896592","-2.113747","222011.10","392269.80","51","Automatic Urban and Rural Monitoring Network (AURN)","","Verge of A40 Gloucester Road through Cheltenham, Gloucestershire. Surroundings mostly residential."
"UKA00515","GB0921A","","Chepstow A48","Urban Traffic","South Wales","2008-01-01","","51.638094","-2.678731","193472.64","353125.50","67","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained air conditioned housing on the north side of the A48 Newport Road at the junction with Hardwick Hill Lane. The surrounding area is open with residential dwellings.  The monitoring station is located approximately 6 metres from the kerb."
"UKA00604","GB1046A","","Chesterfield Loundsley Green","Urban Background","East Midlands","2015-03-01","","53.244131","-1.454946","372039.00","436470.00","98","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals","","The monitoring station is within a self-contained air conditioned mobile unit within the grounds of Loundsley Green Park. The nearest road is Pennine road, 15 m distant to the south. The site is located in the Northwest outskirts of Chesterfield city centre. The surrounding area comprises residential houses and green areas. The closest highly dense roads are B6150, which lies approx. 450 m to the North, and Ashgate road, 490 m to the west."
"UKA00529","GB0928A","","Chesterfield Roadside","Urban Traffic","East Midlands","2008-03-11","","53.231751","-1.456928","370661.22","436348.56","96","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network","","The monitoring station is located within a self-contained air conditioned housing adjacent to property number 461, Chatsworth Road (A619). The surrounding area is predominantly residential with commercial/light industrial properties 400 metres to the east. The monitoring station is located approximately 3 metres from the kerb."
"UKA00614","GB1055R","GB1055R","Chilbolton Observatory","Rural Background","South East","2016-01-11","","51.149617","-1.438228","139078.44","439389.91","78","Automatic Hydrocarbon Network; Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Heavy Metals; PAH Deposition; PAH Digitel (solid phase); Particle Concentrations and Numbers Network; Rural Automatic Mercury network; UKEAP: Acid Gases & Aerosol Network; UKEAP: MARGA Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is located approximately 200m SE from the outskirts of Chilbolton Village, in arable farmland."
"UKA00624","GB1065A","","Christchurch Barrack Road","Urban Traffic","Bournemouth Urban Area","2016-09-01","","50.735454","-1.780888","92894.01","415559.03","3","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside a dual carriageway section of the A35 as it passes through Christchurch, Dorset, adjacent to Christchurch Recreation Ground. The monitoring station is located approximately 3.5 metres from the kerb."
"UKA00592","GB1034A","","Coventry Allesley","Urban Background","Coventry/Bedworth","2014-06-11","","52.411628","-1.560189","279382.74","430013.35","98","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit located within the grounds of Allesley Park, in the roadside of Buckingham Rise Road. The site is located at approximately 3.4 km west of Coventry's city centre. The surrounding area is mainly open land with the nearest trees occurring within a distance of 45 meters. The nearest major road is the A45, which lies approximately 75 meters to the west."
"UKA00634","GB1075A","","Coventry Binley Road","Urban Traffic","Coventry/Bedworth","2017-04-01","","52.407708","-1.490082","278978.01","434785.14","82","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station in parkland (Gosford Green) beside Binley Road, a major route in and out of Coventry city centre. The monitoring station is located approximately 6.5 metres from the kerb."
"UKA00659","GB1100A","","Crewe Coppenhall","Urban Background","North West & Merseyside","2019-10-15","","53.115941","-2.453492","357736.30","369744.10","54","Automatic Urban and Rural Monitoring Network (AURN)","","This urban background site is located in Coppenhall, a residential area in the north of Crewe."
"UKA00819","GB1260A","","Cwmbran Crownbridge","Urban Background","South Wales","2020-10-01","","51.653819","-3.006370","195483.00","330476.00","71","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station in the grounds of a school in the Croesyceiliog area of Cwmbran"
"UKA00630","GB1071A","","Derby St Alkmund's Way","Urban Traffic","East Midlands","2017-01-01","","52.922983","-1.469507","336305.97","435763.02","51","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station at the edge of Bass's Recreation Ground, beside St Alkmund's Way (a multi-lane section of the A52 which forms part of Derby's ring road). The monitoring station is located approximately 4.5 metres from the kerb."
"UKA01027","GB1469A","","Derby Stockbrook Park","Urban Background","East Midlands","2023-11-24","","52.916059","-1.492166","335524.70","434245.10","75","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","This is an urban background monitoring station in Stockbrook Recreation Ground, to the south west of Derby city centre.  Surroundings are mostly residential."
"UKA00619","GB1060A","","Derry Rosemount","Urban Background","Northern Ireland","2016-03-21","","55.002818","-7.331179","580589.97","59252.77","54","Automatic Urban and Rural Monitoring Network (AURN)","","An urban background monitoring station in parkland, surrounded by residential areas."
"UKA00654","GB1096A","","Dewsbury Ashworth Grange","Urban Background","West Yorkshire Urban Area","2018-04-01","","53.693104","-1.637111","421912.00","424060.00","69","Automatic Urban and Rural Monitoring Network (AURN)","","Green space in residential area just north of Dewsbury town centre. Near a care home and nursery school. Originally named 'Dewsbury Ashworth Grove', this was corrected to 'Dewsbury Ashworth Grange' in Sept 2023"
"UKA00612","GB1054A","","Doncaster A630 Cleveland Street","Urban Traffic","Yorkshire & Humberside","2015-05-07","","53.518383","-1.138060","402757.58","457248.42","15","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside the dual carriageway A630 through Doncaster. Close to blocks of flats (Firbeck House). The monitoring station is located approximately 1.5 metres from the kerb."
"UKA00555","GB1008A","","Dumbarton Roadside","Urban Traffic","Central Scotland","2010-09-01","","55.943197","-4.559730","675198.79","240234.67","3","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on Glasgow Road near the junction of Leven Street. The surrounding area is open with mixed commercial/light industrial and residential areas. The monitoring station is located approximately 4.6 metres from the kerb."
"UKA00428","GB0740A","","Dumfries","Urban Traffic","Scottish Borders","2001-03-01","","55.070033","-3.614233","576254.03","297019.53","10","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located in the basement of the council offices, with the sample manifold on an outside mounting near to the main entrance. The sample inlet is 5 metres from Buccleuch Street (A780), a busy ring road round the centre of town 50 metres west of traffic lights. Buccleuch Street contains tall buildings on either side of road, generating a street canyon effect. The site is adjacent to a bus stop."
"UKA00643","GB1085A","","Dundee Mains Loan","Urban Background","North East Scotland","2017-10-01","","56.475434","-2.959861","731892.31","340970.55","84","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station by sports fields, near the Dundee International Sports Centre. Open surroundings, nearest major road 120 m from the monitoring site."
"UKA00591","GB1033A","","Ealing Horn Lane","Urban Traffic","Greater London Urban Area","2014-05-21","","51.518950","-0.265617","181428.88","520434.38","28","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of Noel Road Horn Lane, 1 km west of Wormwood Scrubs Park. The surrounding area comprises residential houses, and shops, in an urban environment. Acton Main Line railway station lies approx. 200 meters to the southwest and the major trunk road A40, 210 meters to the east. The monitoring station is located approximately 4 metres from the kerb."
"UKA00546","GB1005A","","Eastbourne","Urban Background","South East","2009-07-01","","50.805778","0.271611","103150.43","560155.21","7","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located behind the Willingdon Trees Community Centre at the junction of Holly Place and Maywood Avenue. The surrounding area comprises of low level housing and open parkland. The monitoring station is approximately 700 metres from the A22 and 4 kilometres from the coast."
"UKA00649","GB1091A","","Edinburgh Nicolson Street","Urban Traffic","Edinburgh Urban Area","2017-12-01","","55.944760","-3.183991","673046.00","326150.00","85","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The site is located on Nicholson Street (A7) 27.5m from the junction with West Nicolson Street, measured to the traffic light stop point. The monitoring station is located approximately 1 metre from the kerb."
"UKA00454","GB0839A","","Edinburgh St Leonards","Urban Background","Edinburgh Urban Area","2003-01-01","","55.945589","-3.182186","673136.49","326264.30","81","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located within a self contained air conditioned housing located within a small park area. The park is adjacent to a medical centre car park which is located in the south side of Edinburgh. The nearest main road, Pleasance is approximately 35 metres away. It is a busy main road running into the city centre and out to the A7 South of Edinburgh."
"UKA00130","GB0002R","GB0002R","Eskdalemuir","Rural Background","Scottish Borders","1986-04-23","","55.315310","-3.206111","603021.74","323550.97","255","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is located in a self-contained, air-conditioned housing located in a rural setting. The nearest road, the B709, is 300 metres to the east of the monitoring station with very low traffic flow. Trees provide the nearest obstruction approximately 150 metres away to the south. The surrounding area is open and rural."
"UKA00263","GB0640A","","Exeter Roadside","Urban Traffic","South West","1996-07-02","","50.725083","-3.532465","92838.20","291929.04","43","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within the basement of the existing museum building located at the kerbside near of a busy urban street, Queen Street. Queen Street is a single-carriageway road with high buildings on either side. The surrounding area is urban in nature and comprises of retail and business premises. The monitoring station is located approximately 2 metres from the kerb."
"UKA01097","GB1539A","","Farnborough Cherrywood","Urban Background","South East","2025-03-26","","51.307583","-0.764982","157220.10","486184.10","61","Automatic Urban and Rural Monitoring Network (AURN)","","Green space off Water Lane in Cherrywood area of Farnborough: residential surroundings including a school nearby."
"UKA00495","GB0885A","","Fort William","Suburban Background","Highland","2006-06-22","","56.822660","-5.101102","774418.72","210849.73","5","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained unit within the grounds of a sports facility in a residential area. The nearest road is an access road to the sports facilities and hospital and is located approximately 50 metres to the south of the station. The surrounding area is open with residential housing and a body of water to the north of the station.   "
"UKA00593","GB1035A","","Glasgow Great Western Road","Urban Traffic","Glasgow Urban Area","2014-06-05","","55.872038","-4.270936","666651.00","258007.00","","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of Great Western Road, approx. 150 m distant (to the Northwest) of St George's cross underground metro station. The surrounding area comprises residential houses and business and retail outlets, in an urban environment. The M8 motorway is located approx. 360 m to the South. The monitoring station is located approximately 6 metres from the kerb."
"UKA00602","GB1044A","","Glasgow High Street","Urban Traffic","Glasgow Urban Area","2015-01-27","","55.860936","-4.238214","665348.95","260014.08","35","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of High Street, in Glasgow's city centre, opposite Burrell's Lane. The surrounding area comprises residential houses and business and retail outlets, in an urban environment. High street railway station lies approximately 200 meters to the southwest. The monitoring station is located approximately 5.5 metres from the kerb."
