code,label,network,type,lat,lng,latoffset,lonoffset,html
LW2,Lewisham - New Cross,LAQN,Roadside,51.474954,-0.039641,0,0,publicdetails.asp?site=LW2&Maptype=Google&mapview=all
SKB,Southwark - Vicarage Grove,LAQN,Roadside,51.4735803479615,-8.77818536754426E-02,0,0,publicdetails.asp?site=SKB&Maptype=Google&mapview=all
GR7,Greenwich - Blackheath,LAQN,Roadside,51.472504,-0.012381,0,0,publicdetails.asp?site=GR7&Maptype=Google&mapview=all
BQ9,Bexley - Slade Green Fidas,AURN,Suburban,51.4659832746662,0.184877126994369,250,250,publicdetails.asp?site=BQ9&Maptype=Google&mapview=all
BX9,Bexley - Slade Green FDMS,AURN,Suburban,51.4659832746662,0.184877126994369,250,250,publicdetails.asp?site=BX9&Maptype=Google&mapview=all
BX1,Bexley - Slade Green,mixed,Suburban,51.4659832746662,0.184877126994369,0,0,publicdetails.asp?site=BX1&Maptype=Google&mapview=all
WA9,Wandsworth - Putney,LAQN,Urban Background,51.4650325059122,-0.215824580947572,0,0,publicdetails.asp?site=WA9&Maptype=Google&mapview=all
LB3,Lambeth - Loughborough Junct,LAQNlocality,Urban Background,51.464866,-0.099161,0,0,publicdetails.asp?site=LB3&Maptype=Google&mapview=all
LW4,Lewisham - Loampit Vale,LAQN,Roadside,51.4646910611736,-1.60682432041528E-02,0,0,publicdetails.asp?site=LW4&Maptype=Google&mapview=all
RD1,Reading - Caversham Road,LAQN,Roadside,51.464354,-0.9771,0,20,publicdetails.asp?site=RD1&Maptype=Google&mapview=all
LB4,Lambeth - Brixton Road,LAQN,Kerbside,51.464113541162,-0.11458102695123,0,-300,publicdetails.asp?site=LB4&Maptype=Google&mapview=all
RHI,Richmond Upon Thames - Richmond,LAQN,Kerbside,51.4638976490621,-0.301685013378926,0,0,publicdetails.asp?site=RHI&Maptype=Google&mapview=all
TK9,Thurrock - Dock Road Tilbury,LAQN,Roadside,51.4638074287966,0.352141545594137,0,0,publicdetails.asp?site=TK9&Maptype=Google&mapview=all
WA8,Wandsworth - Putney High Street Facade,LAQN,Roadside,51.4637206047191,-0.215890144123119,200,200,publicdetails.asp?site=WA8&Maptype=Google&mapview=all
WAC,Lavender Hill,LAQN,Roadside,51.4636903568111,-0.166713485994806,0,0,publicdetails.asp?site=WAC&Maptype=Google&mapview=all
WA7,Wandsworth - Putney High Street,LAQN,Kerbside,51.463429,-0.215871,-200,-200,publicdetails.asp?site=WA7&Maptype=Google&mapview=all
HS7,Hounslow - Hatton Cross,LAQN,Urban Background,51.463402,-0.427525,0,0,publicdetails.asp?site=HS7&Maptype=Google&mapview=all
RD3,Reading - Oxford Road,LAQN,Roadside,51.461963,-1.012509,0,0,publicdetails.asp?site=RD3&Maptype=Google&mapview=all
TK4,Thurrock - Calcutta Road Tilbury,LAQN,Roadside,51.4617571252861,0.357953197319231,0,0,publicdetails.asp?site=TK4&Maptype=Google&mapview=all
BX6,Bexley - Thames Road North FDMS,LAQN,Roadside,51.457159,0.195294,0,0,publicdetails.asp?site=BX6&Maptype=Google&mapview=all
BX7,Bexley - Thames Road North,LAQN,Roadside,51.457159,0.195294,250,250,publicdetails.asp?site=BX7&Maptype=Google&mapview=all
WA2,Wandsworth - Wandsworth Town Hall,LAQN,Urban Background,51.456962,-0.191074,300,300,publicdetails.asp?site=WA2&Maptype=Google&mapview=all
WA3,Wandsworth - Roehampton,LAQN,Rural,51.4569204685076,-0.245562490498382,0,0,publicdetails.asp?site=WA3&Maptype=Google&mapview=all
BX8,Bexley - Thames Road South,LAQN,Roadside,51.456887,0.194582,-200,0,publicdetails.asp?site=BX8&Maptype=Google&mapview=all
BQ1,Bexley 8 - Traffic(W slow - nearest BX8),other,Kerbside,51.4568546603969,0.194546362638148,0,0,publicdetails.asp?site=BQ1&Maptype=Google&mapview=all
BQ2,Bexley 8 - Traffic(W fast),other,Kerbside,51.4568546603969,0.194546362638148,250,250,publicdetails.asp?site=BQ2&Maptype=Google&mapview=all
BQ3,Bexley 8 - Traffic(E fast),other,Kerbside,51.4568546603969,0.194546362638148,-250,0,publicdetails.asp?site=BQ3&Maptype=Google&mapview=all
BQ4,Bexley 8 - Traffic(E slow - nearest BX7),other,Kerbside,51.4568546603969,0.194546362638148,0,-250,publicdetails.asp?site=BQ4&Maptype=Google&mapview=all
WA4,Wandsworth - High Street,LAQN,Roadside,51.4564354037312,-0.191157408342927,-300,-300,publicdetails.asp?site=WA4&Maptype=Google&mapview=all
GR9,Greenwich - Westhorne Avenue,mixed,Roadside,51.456357,0.040725,0,0,publicdetails.asp?site=GR9&Maptype=Google&mapview=all
GB0,Greenwich - Falconwood FDMS,LAQN,Roadside,51.4563,0.085606,0,0,publicdetails.asp?site=GB0&Maptype=Google&mapview=all
GB6,Greenwich - Falconwood,LAQN,Roadside,51.4563,0.085606,250,250,publicdetails.asp?site=GB6&Maptype=Google&mapview=all
WA1,Wandsworth - Garratt Lane,LAQN,Roadside,51.4548722085,-0.193003999857021,-200,600,publicdetails.asp?site=WA1&Maptype=Google&mapview=all
RHG,Richmond Upon Thames - Chertsey Road,LAQN,Roadside,51.4531422511004,-0.341218138106469,0,0,publicdetails.asp?site=RHG&Maptype=Google&mapview=all
RD2,Reading - Kings Road,LAQN,Roadside,51.453119,-0.949941,0,20,publicdetails.asp?site=RD2&Maptype=Google&mapview=all
RD0,Reading - New Town,AURN,Urban Background,51.4529847075166,-0.944461432664066,0,25,publicdetails.asp?site=RD0&Maptype=Google&mapview=all
GR4,Greenwich - Eltham,mixed,Suburban,51.45258,0.070766,0,0,publicdetails.asp?site=GR4&Maptype=Google&mapview=all
HP1,Lewisham - Honor Oak Park,AURN,Urban Background,51.4496728960354,-3.74153592115306E-02,0,0,publicdetails.asp?site=HP1&Maptype=Google&mapview=all
ZR1,Dartford - St Clements,LAQN,Kerbside,51.4491543603338,0.279942529264489,0,0,publicdetails.asp?site=ZR1&Maptype=Google&mapview=all
ZR4,Dartford - St Clements 2,LAQN,Roadside,51.448823581151,0.279379130223739,0,0,publicdetails.asp?site=ZR4&Maptype=Google&mapview=all
HS9,Hounslow - Feltham,LAQN,Roadside,51.4473877655456,-0.408732837243793,0,0,publicdetails.asp?site=HS9&Maptype=Google&mapview=all
LW1,Lewisham - Catford,LAQN,Urban Background,51.445468,-0.020266,0,0,publicdetails.asp?site=LW1&Maptype=Google&mapview=all
LW6,Lewisham - Laurence House Catford,LAQN,Roadside,51.4447808,-0.0221832,0,0,publicdetails.asp?site=LW6&Maptype=Google&mapview=all
LB1,Lambeth - Christchurch Road,LAQNlocality,Roadside,51.444249,-0.121731,0,0,publicdetails.asp?site=LB1&Maptype=Google&mapview=all
ZR2,Dartford Roadside 2 - Town Centre,LAQN,Roadside,51.4426702340503,0.216185856662181,0,0,publicdetails.asp?site=ZR2&Maptype=Google&mapview=all
SKC,Southwark - South Circular Road,LAQN,Roadside,51.442633,-0.077653974,0,0,publicdetails.asp?site=SKC&Maptype=Google&mapview=all
ZR6,Dartford - Town Centre,LAQN,Roadside,51.442557781389,0.215950164318913,0,0,publicdetails.asp?site=ZR6&Maptype=Google&mapview=all
KT6,Kingston Upon Thames - Kingston Vale,LAQN,Roadside,51.4355006647773,-0.257029893767993,0,0,publicdetails.asp?site=KT6&Maptype=Google&mapview=all
GN4,Greenwich - Fiveways Sidcup Rd A20,LAQN,Roadside,51.4346627060562,6.42224671704697E-02,0,0,publicdetails.asp?site=GN4&Maptype=Google&mapview=all
ZR3,Dartford Roadside 3 - Bean Interchange,LAQN,Roadside,51.4315447616649,0.280461133037019,0,0,publicdetails.asp?site=ZR3&Maptype=Google&mapview=all
ZR5,Dartford - Bean Lane,LAQN,Roadside,51.4306174423102,0.280976036868921,0,0,publicdetails.asp?site=ZR5&Maptype=Google&mapview=all
MEB,Merton - Plough Lane Wimbledon,LAQN,Roadside,51.4304273690564,-0.185811823620255,0,0,publicdetails.asp?site=MEB&Maptype=Google&mapview=all
WAB,Wandsworth - Tooting High Street,LAQN,Roadside,51.429331,-0.166524,0,0,publicdetails.asp?site=WAB&Maptype=Google&mapview=all
LB6,Lambeth - Streatham Green,LAQN,Urban Background,51.4282131429499,-0.13186863879576,0,0,publicdetails.asp?site=LB6&Maptype=Google&mapview=all
WA6,Wandsworth - Tooting,LAQN,Roadside,51.425284,-0.164452,0,0,publicdetails.asp?site=WA6&Maptype=Google&mapview=all
TD5,London Teddington Bushy Park,AURN,Suburban,51.4252560360937,-0.345608290872898,0,0,publicdetails.asp?site=TD5&Maptype=Google&mapview=all
CY1,Crystal Palace - Crystal Palace Parade,LAQN,Roadside,51.424812,-0.075449,0,0,publicdetails.asp?site=CY1&Maptype=Google&mapview=all
TD0,"- National Physical Laboratory, Teddington",mixed,Suburban,51.4243043441456,-0.345714576446947,-200,0,publicdetails.asp?site=TD0&Maptype=Google&mapview=all
ME2,Merton - Merton Road,LAQN,Roadside,51.4161384794862,-0.192230805042824,0,0,publicdetails.asp?site=ME2&Maptype=Google&mapview=all
MW3,Windsor and Maidenhead - Ascot,LAQN,Rural,51.414941181381,-0.652429197866,147,12,publicdetails.asp?site=MW3&Maptype=Google&mapview=all
KT2,Kingston - Town Centre,LAQN,Roadside,51.4144307605309,-0.301706822060131,0,0,publicdetails.asp?site=KT2&Maptype=Google&mapview=all
KT3,Kingston Upon Thames - Sopwith Way,LAQN,Roadside,51.413691,-0.302269,0,0,publicdetails.asp?site=KT3&Maptype=Google&mapview=all
BY1,Bromley - Rent Office,LAQN,Urban Background,51.4132338948359,7.21471618770671E-03,0,0,publicdetails.asp?site=BY1&Maptype=Google&mapview=all
KT5,Kingston Upon Thames - Cromwell Road,LAQN,Roadside,51.412308,-0.29658478,0,0,publicdetails.asp?site=KT5&Maptype=Google&mapview=all
CR5,Croydon - Norbury,LAQN,Kerbside,51.411349,-0.12311,0,0,publicdetails.asp?site=CR5&Maptype=Google&mapview=all
CR8,Croydon - Norbury Manor,LAQN,Urban Background,51.410039,-0.127523,0,0,publicdetails.asp?site=CR8&Maptype=Google&mapview=all
MEA,Merton - Mitcham,LAQN,Roadside,51.4055473441872,-0.164596893540707,0,0,publicdetails.asp?site=MEA&Maptype=Google&mapview=all
BY7,Bromley - Harwood Avenue,LAQN,Roadside,51.405546,0.018882,300,0,publicdetails.asp?site=BY7&Maptype=Google&mapview=all
CR3,Croydon - Thornton Heath,LAQN,Suburban,51.40401,-0.098814,0,0,publicdetails.asp?site=CR3&Maptype=Google&mapview=all
BY4,Bromley - Tweedy Rd,LAQN,Roadside,51.403834810795,0.020390228913718,-300,0,publicdetails.asp?site=BY4&Maptype=Google&mapview=all
ME9,Merton - Morden Civic Centre 2,LAQN,Roadside,51.40162,-0.19589212,0,0,publicdetails.asp?site=ME9&Maptype=Google&mapview=all
ME1,Merton - Morden Civic Centre,LAQN,Roadside,51.40105,-0.195929,0,0,publicdetails.asp?site=ME1&Maptype=Google&mapview=all
ME7,Merton - Willow Lane Industrial Estate,LAQN,Industrial,51.3943415638,-0.165161044588,0,0,publicdetails.asp?site=ME7&Maptype=Google&mapview=all
ST5,Sutton - Beddington Lane north,LAQN,Industrial,51.389286904505,-0.141661524779893,0,0,publicdetails.asp?site=ST5&Maptype=Google&mapview=all
ST7,Sutton - Therapia Lane,LAQN,Industrial,51.3858391292126,-0.136339857220486,0,0,publicdetails.asp?site=ST7&Maptype=Google&mapview=all
ST8,Sutton - Beddington Lane,LAQN,Industrial,51.3835652277943,-0.136417861473301,0,0,publicdetails.asp?site=ST8&Maptype=Google&mapview=all
KT4,Kingston Upon Thames - Tolworth Broadway,LAQN,Roadside,51.379312,-0.281259,0,0,publicdetails.asp?site=KT4&Maptype=Google&mapview=all
CR6,Croydon - Euston Road,LAQN,Suburban,51.3786978969719,-0.113796403332539,0,0,publicdetails.asp?site=CR6&Maptype=Google&mapview=all
ST6,Sutton - Worcester Park,LAQN,Kerbside,51.377923,-0.240414,0,0,publicdetails.asp?site=ST6&Maptype=Google&mapview=all
ST2,Sutton - North Cheam,LAQN,Urban Background,51.3771892138334,-0.222044077436931,0,0,publicdetails.asp?site=ST2&Maptype=Google&mapview=all
CR4,Croydon - George Street,LAQN,Roadside,51.374312,-0.096503,0,0,publicdetails.asp?site=CR4&Maptype=Google&mapview=all
CR9,Croydon - Park Lane,LAQN,Roadside,51.3739530635378,-9.67638468323854E-02,0,0,publicdetails.asp?site=CR9&Maptype=Google&mapview=all
A30,Kingston - Kingston Bypass A3,AURN,Roadside,51.373553348648,-0.291969827871431,0,0,publicdetails.asp?site=A30&Maptype=Google&mapview=all
ST9,Sutton - Beddington Village,LAQN,Roadside,51.3712010773161,-0.131948824988095,0,0,publicdetails.asp?site=ST9&Maptype=Google&mapview=all
ST1,Sutton - Robin Hood School,LAQN,Roadside,51.365744,-0.195563,0,0,publicdetails.asp?site=ST1&Maptype=Google&mapview=all
ST3,Sutton - Carshalton,LAQN,Suburban,51.365318,-0.165936,0,0,publicdetails.asp?site=ST3&Maptype=Google&mapview=all
CR2,Croydon - Purley Way,LAQN,Roadside,51.362638,-0.117952,0,0,publicdetails.asp?site=CR2&Maptype=Google&mapview=all
CR7,Croydon - Purley Way A23,LAQN,Roadside,51.3622305655403,-0.117604507351392,0,0,publicdetails.asp?site=CR7&Maptype=Google&mapview=all
ST4,Sutton - Wallington,LAQN,Kerbside,51.3586596124998,-0.149723946604927,0,0,publicdetails.asp?site=ST4&Maptype=Google&mapview=all
KT1,Kingston - Chessington,LAQN,Suburban,51.3566466913867,-0.316770841962737,0,0,publicdetails.asp?site=KT1&Maptype=Google&mapview=all
BY5,Bromley - Biggin Hill,LAQN,Suburban,51.314562,0.042019,0,0,publicdetails.asp?site=BY5&Maptype=Google&mapview=all
ZV3,Sevenoaks - Sevenoaks Quarry,LAQN,Industrial,51.293759175,0.195766572888,0,0,publicdetails.asp?site=ZV3&Maptype=Google&mapview=all
RG7,Reigate and Banstead - A23 Hooley,LAQN,Roadside,51.2924706381269,-0.154121454400678,252,150,publicdetails.asp?site=RG7&Maptype=Google&mapview=all
ZV1,Sevenoaks - Greatness Park,LAQN,Urban Background,51.289391,0.201437,230,210,publicdetails.asp?site=ZV1&Maptype=Google&mapview=all
ZV2,Sevenoaks - Bat and Ball,LAQN,Roadside,51.2887681443168,0.193420906906318,220,210,publicdetails.asp?site=ZV2&Maptype=Google&mapview=all
RG4,Reigate and Banstead - Reigate High St,LAQN,Kerbside,51.237666,-0.206011,240,140,publicdetails.asp?site=RG4&Maptype=Google&mapview=all
RG8,Reigate and Banstead - Earlswood Depot,LAQN,Industrial,51.221102,-0.17288661,0,0,publicdetails.asp?site=RG8&Maptype=Google&mapview=all
RG9,Reigate and Banstead - Horley FIDAS,LAQN,Suburban,51.1658750886143,-0.167703256282678,-100,-600,publicdetails.asp?site=RG9&Maptype=Google&mapview=all
RG1,Reigate and Banstead - Horley,mixed,Suburban,51.1658750886143,-0.167703256282678,0,0,publicdetails.asp?site=RG1&Maptype=Google&mapview=all
RGS,RG1 Horley SMPS,other,Suburban,51.1658319616611,-0.167763764582061,0,0,publicdetails.asp?site=RGS&Maptype=Google&mapview=all
RG2,Reigate and Banstead - Horley South,LAQN,Suburban,51.161508,-0.162928,258,150,publicdetails.asp?site=RG2&Maptype=Google&mapview=all
RG6,Reigate and Banstead - Horley South East,LAQN,Suburban,51.1612605001364,-0.162410036780488,0,0,publicdetails.asp?site=RG6&Maptype=Google&mapview=all
RG3,Reigate and Banstead - Poles Lane,LAQN,Rural,51.142082,-0.194181,265,140,publicdetails.asp?site=RG3&Maptype=Google&mapview=all
