station_ref,label,station_name,station_type,station_exposure,region,longitude,latitude,service_ref,first_seen_at,last_seen_at,removed_at
BQ2,Bexley 8 - Traffic(W fast),Bexley 8 - Traffic(W fast),Kerbside,,Bexley,0.194546362638148,51.4568546603968,erg_laqn,,,2010-04-13 00:00:00
BQ1,Bexley 8 - Traffic(W slow - nearest BX8),Bexley 8 - Traffic(W slow - nearest BX8),Kerbside,,Bexley,0.194546362638148,51.4568546603968,erg_laqn,,,2010-04-13 00:00:00
BT8,Brent - ARK Franklin Primary Academy,Brent - ARK Franklin Primary Academy,Roadside,,Brent,-0.217718908639377,51.5324054617809,erg_laqn,,,
BT3,Brent - Harlesden,Brent - Harlesden,Roadside,,Brent,-0.249273425299457,51.5370800298103,erg_laqn,,,2006-09-27 00:00:00
BT4,Brent - Ikea,Brent - Ikea,Roadside,,Brent,-0.258089,51.552476,erg_laqn,,,
BT2,Brent - Ikea Car Park,Brent - Ikea Car Park,Roadside,,Brent,-0.260338843869077,51.5524326273922,erg_laqn,,,2003-06-16 00:00:00
BT6,Brent - John Keble Primary School,Brent - John Keble Primary School,Roadside,,Brent,-0.247793,51.537799,erg_laqn,,,
BT1,Brent - Kingsbury,Brent - Kingsbury,Suburban,,Brent,-0.275519,51.589618,erg_laqn,,,2010-11-16 00:00:00
BT5,Brent - Neasden Lane,Brent - Neasden Lane,Industrial,,Brent,-0.248774,51.552656,erg_laqn,,,
BT7,Brent - St Marys Primary School,Brent - St Marys Primary School,Urban Background,,Brent,-0.196664,51.534718,erg_laqn,,,2010-12-21 00:00:00
BY5,Bromley - Biggin Hill,Bromley - Biggin Hill,Suburban,,Bromley,0.042019,51.314562,erg_laqn,,,2010-07-09 08:45:00
BY7,Bromley - Harwood Avenue,Bromley - Harwood Avenue,Roadside,,Bromley,0.018882,51.405546,erg_laqn,,,2026-01-05 00:00:00
BY1,Bromley - Rent Office,Bromley - Rent Office,Urban Background,,Bromley,0.00721471618770671,51.4132338948359,erg_laqn,,,1996-01-11 21:00:00
BY4,Bromley - Tweedy Rd,Bromley - Tweedy Rd,Roadside,,Bromley,0.020390228913718,51.403834810795,erg_laqn,,,1998-07-06 10:45:00
BL0,Camden - Bloomsbury,Camden - Bloomsbury,Urban Background,,Camden,-0.125848,51.522287,erg_laqn,,,
KX4,Camden - Coopers Lane,Camden - Coopers Lane,Industrial,,Camden,-0.129594,51.533238,erg_laqn,,,2020-07-01 00:00:00
CD9,Camden - Euston Road,Camden - Euston Road,Roadside,,Camden,-0.1287742,51.527975,erg_laqn,,,2020-07-02 00:00:00
IM1,Camden - Holborn (Bee Midtown),Camden - Holborn (Bee Midtown),Kerbside,,Camden,-0.1201947113171,51.5173675146177,erg_laqn,,,2023-05-02 00:00:00
CD3,Camden - Shaftesbury Avenue,Camden - Shaftesbury Avenue,Roadside,,Camden,-0.127027,51.515532,erg_laqn,,,2016-11-04 00:00:00
CD4,Camden - St Martins College (NOX 1),Camden - St Martins College (NOX 1),Urban Background,,Camden,-0.12034,51.518846,erg_laqn,,,2010-07-13 00:00:00
CD5,Camden - St Martins College (NOX 2),Camden - St Martins College (NOX 2),Urban Background,,Camden,-0.12034,51.518846,erg_laqn,,,2011-01-15 00:00:00
CD1,Camden - Swiss Cottage,Camden - Swiss Cottage,Kerbside,,Camden,-0.175284,51.544219,erg_laqn,,,
CT4,City of London - Beech Street,City of London - Beech Street,Roadside,,City of London,-0.0961060474176381,51.520225273171,erg_laqn,,,2023-07-03 00:00:00
CTA,City of London - Bell Wharf Lane,City of London - Bell Wharf Lane,Roadside,,City of London,-0.0921029031922594,51.5105969158391,erg_laqn,,,2023-07-03 00:00:00
CT2,City of London - Farringdon Street,City of London - Farringdon Street,Kerbside,,City of London,-0.104515626337876,51.5145253362314,erg_laqn,,,2023-07-03 00:00:00
CT9,City of London - Guildhall,City of London - Guildhall,Urban Background,,City of London,-0.092023986,51.515907,erg_laqn,,,2023-07-04 00:00:00
CT1,City of London - Senator House,City of London - Senator House,Urban Background,,City of London,-0.095807,51.511491,erg_laqn,,,2013-01-16 00:00:00
CT3,City of London - The Aldgate School,City of London - The Aldgate School,Urban Background,,City of London,-0.077765681752,51.513847178423,erg_laqn,,,2023-06-30 00:00:00
CT8,City of London - Upper Thames Street,City of London - Upper Thames Street,Roadside,,City of London,-0.0873571979556188,51.5095436853913,erg_laqn,,,2021-09-13 00:00:00
CT6,City of London - Walbrook Wharf,City of London - Walbrook Wharf,Roadside,,City of London,-0.091634,51.510499,erg_laqn,,,2023-01-09 00:00:00
CR6,Croydon - Euston Road,Croydon - Euston Road,Suburban,,Croydon,-0.113796403332539,51.3786978969719,erg_laqn,,,2009-05-22 00:00:00
CR4,Croydon - George Street,Croydon - George Street,Roadside,,Croydon,-0.096503,51.374312,erg_laqn,,,2015-04-02 00:00:00
CR5,Croydon - Norbury,Croydon - Norbury,Kerbside,,Croydon,-0.12311,51.411349,erg_laqn,,,
CR8,Croydon - Norbury Manor,Croydon - Norbury Manor,Urban Background,,Croydon,-0.127523,51.410039,erg_laqn,,,
CR9,Croydon - Park Lane,Croydon - Park Lane,Roadside,,Croydon,-0.0967638468323854,51.3739530635378,erg_laqn,,,
CR2,Croydon - Purley Way,Croydon - Purley Way,Roadside,,Croydon,-0.117952,51.362638,erg_laqn,,,2010-10-08 00:00:00
CR7,Croydon - Purley Way A23,Croydon - Purley Way A23,Roadside,,Croydon,-0.117604507351392,51.3622305655403,erg_laqn,,,
CR3,Croydon - Thornton Heath,Croydon - Thornton Heath,Suburban,,Croydon,-0.098814,51.40401,erg_laqn,,,2013-02-08 00:00:00
CY1,Crystal Palace - Crystal Palace Parade,Crystal Palace - Crystal Palace Parade,Roadside,,Croydon,-0.075449,51.424812,erg_laqn,,,2010-07-29 00:00:00
EA2,Ealing - Acton Town Hall,Ealing - Acton Town Hall,Roadside,,Ealing,-0.267934,51.506628,erg_laqn,,,2012-01-17 00:00:00
EG1,Ealing - Acton Town Hall (Partisol),Ealing - Acton Town Hall (Partisol),Roadside,,Ealing,-0.267964378025953,51.5065947337762,erg_laqn,,,2006-10-04 00:00:00
EA0,Ealing - Acton Town Hall FDMS,Ealing - Acton Town Hall FDMS,Roadside,,Ealing,-0.267934,51.506628,erg_laqn,,,2011-12-29 00:00:00
EI3,Ealing - Acton Vale,Ealing - Acton Vale,Urban Background,,Ealing,-0.254668101620372,51.5038527919816,erg_laqn,,,2025-02-14 00:00:00
EA9,Ealing - Court Way,Ealing - Court Way,Roadside,,Ealing,-0.264922414775277,51.5225651213491,erg_laqn,,,2006-06-01 00:00:00
EA1,Ealing - Ealing Town Hall,Ealing - Ealing Town Hall,Urban Background,,Ealing,-0.307529015473585,51.5133230466548,erg_laqn,,,2012-01-10 00:00:00
EI0,Ealing - Greenford,Ealing - Greenford,Urban Background,,Ealing,-0.352801776049933,51.5439296252862,erg_laqn,,,2009-04-15 00:00:00
EA6,Ealing - Hanger Lane Gyratory,Ealing - Hanger Lane Gyratory,Roadside,,Ealing,-0.292488,51.53085,erg_laqn,,,2026-01-05 00:00:00
EA8,Ealing - Horn Lane,Ealing - Horn Lane,Industrial,,Ealing,-0.265617,51.518948,erg_laqn,,,2026-01-05 00:00:00
EI8,Ealing - Horn Lane TEOM,Ealing - Horn Lane TEOM,Industrial,,Ealing,-0.265652052386222,51.5189160348806,erg_laqn,,,2026-01-05 00:00:00
EA7,Ealing - Southall,Ealing - Southall,Urban Background,,Ealing,-0.392179,51.508549,erg_laqn,,,2016-01-26 00:00:00
EI7,Ealing - Southall FDMS,Ealing - Southall FDMS,Urban Background,,Ealing,-0.392208459173292,51.5085164816243,erg_laqn,,,2016-01-26 00:00:00
EI2,Ealing - Southall Railway,Ealing - Southall Railway,Roadside,,Ealing,-0.380241031512669,51.5058699783726,erg_laqn,,,2014-01-06 00:00:00
EI1,Ealing - Western Avenue,Ealing - Western Avenue,Roadside,,Ealing,-0.265502631799754,51.5236078191481,erg_laqn,,,2026-01-05 00:00:00
EN5,Enfield - Bowes Primary School,Enfield - Bowes Primary School,Roadside,,Enfield,-0.125338,51.613865,erg_laqn,,,
EN1,Enfield - Bush Hill Park,Enfield - Bush Hill Park,Suburban,,Enfield,-0.0661800662229116,51.6450367266602,erg_laqn,,,
EN2,Enfield - Church Street,Enfield - Church Street,Roadside,,Enfield,-0.084224624306898,51.6524364979749,erg_laqn,,,2006-09-14 00:00:00
EN4,Enfield - Derby Road,Enfield - Derby Road,Roadside,,Enfield,-0.0507658363689,51.614864007,erg_laqn,,,
EN7,Enfield - Prince of Wales School,Enfield - Prince of Wales School,Urban Background,,Enfield,-0.02200720557,51.66864334727,erg_laqn,,,
EN3,Enfield - Salisbury School,Enfield - Salisbury School,Urban Background,,Enfield,-0.0442461406121593,51.6374794858769,erg_laqn,,,2008-07-28 00:00:00
GN0,Greenwich - A206 Burrage Grove,Greenwich - A206 Burrage Grove,Roadside,,Greenwich,0.074003,51.490532,erg_laqn,,,
GR7,Greenwich - Blackheath,Greenwich - Blackheath,Roadside,,Greenwich,-0.012381,51.472504,erg_laqn,,,
GR4,Greenwich - Eltham,Greenwich - Eltham,Suburban,,Greenwich,0.070766,51.45258,erg_laqn,,,
GB6,Greenwich - Falconwood,Greenwich - Falconwood,Roadside,,Bexley,0.085606,51.4563,erg_laqn,,,
GB0,Greenwich - Falconwood FDMS,Greenwich - Falconwood FDMS,Roadside,,Bexley,0.085606,51.4563,erg_laqn,,,
GN4,Greenwich - Fiveways Sidcup Rd A20,Greenwich - Fiveways Sidcup Rd A20,Roadside,,Greenwich,0.0642224671704697,51.4346627060562,erg_laqn,,,
GN6,Greenwich - John Harrison Way,Greenwich - John Harrison Way,Roadside,,Greenwich,0.0107796237032558,51.4937746695818,erg_laqn,,,
GN2,Greenwich - Millennium Village,Greenwich - Millennium Village,Industrial,,Greenwich,0.017697,51.492571,erg_laqn,,,2016-10-20 00:00:00
GN3,Greenwich - Plumstead High Street,Greenwich - Plumstead High Street,Roadside,,Greenwich,0.095111,51.486957,erg_laqn,,,
GR5,Greenwich - Trafalgar Road,Greenwich - Trafalgar Road,Roadside,,Greenwich,-0.000145562683198809,51.4834490664601,erg_laqn,,,2015-12-02 00:00:00
GN5,Greenwich - Trafalgar Road (Hoskins St),Greenwich - Trafalgar Road (Hoskins St),Roadside,,Greenwich,0.000407396935849736,51.4839072533485,erg_laqn,,,
TL4,Greenwich - Tunnel Avenue,Greenwich - Tunnel Avenue,Roadside,,Greenwich,0.0041074676,51.495057,erg_laqn,,,
GR9,Greenwich - Westhorne Avenue,Greenwich - Westhorne Avenue,Roadside,,Greenwich,0.040725,51.456357,erg_laqn,,,
GR8,Greenwich - Woolwich Flyover,Greenwich - Woolwich Flyover,Roadside,,Greenwich,0.017901,51.486884,erg_laqn,,,
HN0,Hackney - Amhurst Road,Hackney - Amhurst Road,Roadside,,Hackney,-0.0633016026789864,51.5500559909969,erg_laqn,,,2022-07-18 00:00:00
HK4,Hackney - Clapton,Hackney - Clapton,Urban Background,,Hackney,-0.056388,51.558884,erg_laqn,,,2011-08-31 00:00:00
HN1,Hackney - Homerton Library,Hackney - Homerton Library,Roadside,,Hackney,-0.0418806967224562,51.5487472103442,erg_laqn,,,2022-07-18 00:00:00
HK6,Hackney - Old Street,Hackney - Old Street,Roadside,,Hackney,-0.08491,51.526454,erg_laqn,,,
HK9,Hackney - Queensbridge Road,Hackney - Queensbridge Road,Roadside,,Hackney,-0.070078971,51.539324,erg_laqn,,,2022-07-18 00:00:00
HF1,Hammersmith and Fulham - Broadway,Hammersmith and Fulham - Broadway,Roadside,,Hammersmith and Fulham,-0.223601338284455,51.4927663395234,erg_laqn,,,2009-01-20 00:00:00
HF2,Hammersmith and Fulham - Brook Green,Hammersmith and Fulham - Brook Green,Urban Background,,Hammersmith and Fulham,-0.220502981077703,51.4964961786764,erg_laqn,,,2009-01-21 00:00:00
HF3,Hammersmith and Fulham - Scrubs Lane,Hammersmith and Fulham - Scrubs Lane,Kerbside,,Hammersmith and Fulham,-0.237011005357313,51.5308895141056,erg_laqn,,,2005-10-27 14:00:00
HF4,Hammersmith and Fulham - Shepherds Bush,Hammersmith and Fulham - Shepherds Bush,Roadside,,Hammersmith and Fulham,-0.224670007031603,51.5045625671557,erg_laqn,,,2017-10-27 00:00:00
HG4,Haringey  - Priory Park South,Haringey  - Priory Park South,Urban Background,,Haringey,-0.125400278484885,51.5839769007709,erg_laqn,,,
HG3,Haringey - Bounds Green,Haringey - Bounds Green,Roadside,,Haringey,-0.123441120322547,51.6059499474804,erg_laqn,,,2001-03-11 23:45:00
HG1,Haringey - Haringey Town Hall,Haringey - Haringey Town Hall,Roadside,,Haringey,-0.068218,51.599302,erg_laqn,,,
HG2,Haringey - Priory Park,Haringey - Priory Park,Urban Background,,Haringey,-0.126486,51.586029,erg_laqn,,,2012-10-25 00:00:00
HR2,Harrow - Pinner Road,Harrow - Pinner Road,Roadside,,Harrow,-0.362989,51.588417,erg_laqn,,,2023-07-31 00:00:00
HR1,Harrow - Stanmore,Harrow - Stanmore,Urban Background,,Harrow,-0.298775,51.617327,erg_laqn,,,2023-08-14 00:00:00
HV2,Havering - Harold Hill,Havering - Harold Hill,Suburban,,Havering,0.225359558329898,51.6065992159427,erg_laqn,,,2000-11-12 14:45:00
HV1,Havering - Rainham,Havering - Rainham,Roadside,,Havering,0.205460705694044,51.520787459334,erg_laqn,,,
HV3,Havering - Romford,Havering - Romford,Roadside,,Havering,0.179079,51.572976,erg_laqn,,,
LH2,Heathrow Airport,Heathrow Airport,Industrial,,Hillingdon,-0.440530703282971,51.4792338864893,erg_laqn,,,2011-02-24 00:00:00
LH0,Hillingdon - Harlington,Hillingdon - Harlington,Urban Background,,Hillingdon,-0.441627,51.48878,erg_laqn,,,
HI2,Hillingdon - Hillingdon Hospital,Hillingdon - Hillingdon Hospital,Roadside,,Hillingdon,-0.459128,51.526115,erg_laqn,,,2011-06-01 00:00:00
HI0,Hillingdon - Keats Way,Hillingdon - Keats Way,Suburban,,Hillingdon,-0.460826,51.496309,erg_laqn,,,
HI3,Hillingdon - Oxford Avenue,Hillingdon - Oxford Avenue,Roadside,,Hillingdon,-0.423760323968,51.481131839058,erg_laqn,,,2011-06-01 00:00:00
HI1,Hillingdon - South Ruislip,Hillingdon - South Ruislip,Roadside,,Hillingdon,-0.402779,51.552264,erg_laqn,,,2011-06-01 00:00:00
HS3,Hounslow - Brentford,Hounslow - Brentford,Roadside,,Hounslow,-0.310002,51.489321,erg_laqn,,,2003-01-01 00:00:00
HS1,Hounslow - Brentford,Hounslow - Brentford,Roadside,,Hounslow,-0.310002,51.489321,erg_laqn,,,2003-01-01 00:00:00
HS5,Hounslow - Brentford,Hounslow - Brentford,Roadside,,Hounslow,-0.310081,51.489398,erg_laqn,,,2012-04-01 00:00:00
HS4,Hounslow - Chiswick High Road,Hounslow - Chiswick High Road,Roadside,,Hounslow,-0.257252,51.492507,erg_laqn,,,2012-04-01 00:00:00
HS2,Hounslow - Cranford,Hounslow - Cranford,Suburban,,Hounslow,-0.411895,51.482982,erg_laqn,,,2012-04-01 00:00:00
HS9,Hounslow - Feltham,Hounslow - Feltham,Roadside,,Hounslow,-0.408732837243793,51.4473877655456,erg_laqn,,,2012-04-01 00:00:00
HS7,Hounslow - Hatton Cross,Hounslow - Hatton Cross,Urban Background,,Hounslow,-0.427525,51.463402,erg_laqn,,,2012-04-01 00:00:00
HS6,Hounslow - Heston Road,Hounslow - Heston Road,Roadside,,Hounslow,-0.36476,51.479129,erg_laqn,,,2012-04-01 00:00:00
HS8,Hounslow and Ealing - Gunnersbury Avenue,Hounslow and Ealing - Gunnersbury Avenue,Roadside,,Hounslow,-0.284383168481281,51.500676298573,erg_laqn,,,2015-02-09 00:00:00
IS6,Islington - Arsenal,Islington - Arsenal,Urban Background,,Islington,-0.106989,51.557895,erg_laqn,,,
IS5,Islington - Duncan Terrace,Islington - Duncan Terrace,Roadside,,Islington,-0.104413186512037,51.5322658877275,erg_laqn,,,2009-03-11 00:00:00
IS4,Islington - Foxham Gardens,Islington - Foxham Gardens,Urban Background,,Islington,-0.131679425163847,51.5600403385285,erg_laqn,,,2009-03-11 00:00:00
IS2,Islington - Holloway Road,Islington - Holloway Road,Roadside,,Islington,-0.116146,51.555378,erg_laqn,,,
IS1,Islington - Upper Street,Islington - Upper Street,Urban Background,,Islington,-0.103269578193151,51.5407003385595,erg_laqn,,,2007-03-14 00:00:00
KC2,Kensington and Chelsea - Cromwell Road,Kensington and Chelsea - Cromwell Road,Roadside,,Kensington and Chelsea,-0.178809464,51.49550391,erg_laqn,,,2017-10-27 00:00:00
KC5,Kensington and Chelsea - Earls Court Rd,Kensington and Chelsea - Earls Court Rd,Kerbside,,Kensington and Chelsea,-0.190863311,51.49019756,erg_laqn,,,2017-10-27 00:00:00
KG2,Kensington and Chelsea - Green Screen BG,Kensington and Chelsea - Green Screen BG,Urban Background,,Kensington and Chelsea,-0.193640886158949,51.4894131144322,erg_laqn,,,2014-10-31 00:00:00
KG1,Kensington and Chelsea - Green Screen RS,Kensington and Chelsea - Green Screen RS,Roadside,,Kensington and Chelsea,-0.193640886158949,51.4894131144322,erg_laqn,,,2014-10-31 00:00:00
KC4,Kensington and Chelsea - Kings Road,Kensington and Chelsea - Kings Road,Roadside,,Kensington and Chelsea,-0.168397129,51.48743685,erg_laqn,,,2017-10-26 00:00:00
KC3,Kensington and Chelsea - Knightsbridge,Kensington and Chelsea - Knightsbridge,Roadside,,Kensington and Chelsea,-0.164337605,51.49913951,erg_laqn,,,2017-10-26 00:00:00
KC1,Kensington and Chelsea - North Ken,Kensington and Chelsea - North Ken,Urban Background,,Kensington and Chelsea,-0.213492139585065,51.5210467476039,erg_laqn,,,
KC7,Kensington and Chelsea - North Ken FDMS,Kensington and Chelsea - North Ken FDMS,Urban Background,,Kensington and Chelsea,-0.213492139585065,51.5210467476039,erg_laqn,,,2018-03-01 00:00:00
KF1,Kensington and Chelsea - North Ken FIDAS,Kensington and Chelsea - North Ken FIDAS,Urban Background,,Kensington and Chelsea,-0.213492139585065,51.5210467476039,erg_laqn,,,
WE0,Kensington and Chelsea - Pembroke Road,Kensington and Chelsea - Pembroke Road,Urban Background,,Kensington and Chelsea,-0.199340350918702,51.4942847451596,erg_laqn,,,2007-09-30 00:00:00
GT1,Kensington and Chelsea - Station Walk,Kensington and Chelsea - Station Walk,Urban Background,,Kensington and Chelsea,-0.216532947379263,51.5140519844289,erg_laqn,,,
KT1,Kingston - Chessington,Kingston - Chessington,Suburban,,Kingston,-0.316770841962737,51.3566466913867,erg_laqn,,,2008-07-07 12:00:00
A30,Kingston - Kingston Bypass A3,Kingston - Kingston Bypass A3,Roadside,,Kingston,-0.291969827871431,51.373553348648,erg_laqn,,,2007-09-30 00:00:00
KT2,Kingston - Town Centre,Kingston - Town Centre,Roadside,,Kingston,-0.301706822060131,51.4144307605309,erg_laqn,,,2000-06-23 08:45:00
KT5,Kingston Upon Thames - Cromwell Road,Kingston Upon Thames - Cromwell Road,Roadside,,Kingston,-0.29658478,51.412308,erg_laqn,,,2024-06-19 00:00:00
KT6,Kingston Upon Thames - Kingston Vale,Kingston Upon Thames - Kingston Vale,Roadside,,Kingston,-0.257029893767993,51.4355006647773,erg_laqn,,,2024-06-19 00:00:00
KT3,Kingston Upon Thames - Sopwith Way,Kingston Upon Thames - Sopwith Way,Roadside,,Kingston,-0.302269,51.413691,erg_laqn,,,2016-07-13 00:00:00
KT4,Kingston Upon Thames - Tolworth Broadway,Kingston Upon Thames - Tolworth Broadway,Roadside,,Kingston,-0.281259,51.379312,erg_laqn,,,2024-06-20 00:00:00
LB5,Lambeth - Bondway Interchange,Lambeth - Bondway Interchange,Industrial,,Lambeth,-0.124545234819213,51.4854867739729,erg_laqn,,,
LB4,Lambeth - Brixton Road,Lambeth - Brixton Road,Kerbside,,Lambeth,-0.11458102695123,51.464113541162,erg_laqn,,,
LB1,Lambeth - Christchurch Road,Lambeth - Christchurch Road,Roadside,,Lambeth,-0.121731,51.444249,erg_laqn,,,2010-12-02 00:00:00
LB3,Lambeth - Loughborough Junct,Lambeth - Loughborough Junct,Urban Background,,Lambeth,-0.099161,51.464866,erg_laqn,,,2010-12-20 00:00:00
LB6,Lambeth - Streatham Green,Lambeth - Streatham Green,Urban Background,,Lambeth,-0.13186863879576,51.4282131429499,erg_laqn,,,
LB2,Lambeth - Vauxhall Cross,Lambeth - Vauxhall Cross,Roadside,,Lambeth,-0.125173736606014,51.4849123099475,erg_laqn,,,2003-07-01 00:00:00
WAC,Lavender Hill,Lavender Hill,Roadside,,Wandsworth,-0.166713485994806,51.4636903568111,erg_laqn,,,
LW1,Lewisham - Catford,Lewisham - Catford,Urban Background,,Lewisham,-0.020266,51.445468,erg_laqn,,,2021-11-03 00:00:00
LW5,Lewisham - Deptford,Lewisham - Deptford,Urban Background,,Lewisham,-0.0252606031340197,51.4795312838203,erg_laqn,,,2025-04-01 00:00:00
HP1,Lewisham - Honor Oak Park,Lewisham - Honor Oak Park,Urban Background,,Lewisham,-0.0374153592115306,51.4496728960354,erg_laqn,,,
LW6,Lewisham - Laurence House Catford,Lewisham - Laurence House Catford,Roadside,,Lewisham,-0.0221832,51.4447808,erg_laqn,,,2025-04-01 00:00:00
LW4,Lewisham - Loampit Vale,Lewisham - Loampit Vale,Roadside,,Lewisham,-0.0160682432041527,51.4646910611736,erg_laqn,,,2025-04-01 00:00:00
LW3,Lewisham - Mercury Way,Lewisham - Mercury Way,Industrial,,Lewisham,-0.0456708566668043,51.4811412184719,erg_laqn,,,2016-02-03 00:00:00
LW2,Lewisham - New Cross,Lewisham - New Cross,Roadside,,Lewisham,-0.039641,51.474954,erg_laqn,,,2025-04-01 00:00:00
TD5,London Teddington Bushy Park,London Teddington Bushy Park,Suburban,,Richmond,-0.345608290872898,51.4252560360937,erg_laqn,,,
MR8,Marylebone Road - BAM,Marylebone Road - BAM,Kerbside,,Westminster,-0.154622154656843,51.5225093597419,erg_laqn,,,
ME5,Merton - Esampler1,Merton - Esampler1,Industrial,,Merton,,,erg_laqn,,,2015-08-05 00:00:00
ME6,Merton - Esampler2,Merton - Esampler2,Industrial,,Merton,,,erg_laqn,,,2015-08-05 00:00:00
ME2,Merton - Merton Road,Merton - Merton Road,Roadside,,Merton,-0.192230805042824,51.4161384794862,erg_laqn,,,
MEA,Merton - Mitcham,Merton - Mitcham,Roadside,,Merton,-0.164596893540707,51.4055473441872,erg_laqn,,,
ME1,Merton - Morden Civic Centre,Merton - Morden Civic Centre,Roadside,,Merton,-0.195929,51.40105,erg_laqn,,,2017-01-27 00:00:00
ME9,Merton - Morden Civic Centre 2,Merton - Morden Civic Centre 2,Roadside,,Merton,-0.19589212,51.40162,erg_laqn,,,
MEB,Merton - Plough Lane Wimbledon,Merton - Plough Lane Wimbledon,Roadside,,Merton,-0.185811823620255,51.4304273690564,erg_laqn,,,
ME7,Merton - Willow Lane Industrial Estate,Merton - Willow Lane Industrial Estate,Industrial,,Merton,-0.165161044588,51.3943415638,erg_laqn,,,2016-04-01 00:00:00
TL6,Newham - Britannia Gate,Newham - Britannia Gate,Roadside,,Newham,0.020574415,51.503858,erg_laqn,,,
NM2,Newham - Cam Road,Newham - Cam Road,Roadside,,Newham,-0.002138,51.537598,erg_laqn,,,2024-04-02 00:00:00
NM4,Newham - East Ham Town Hall,Newham - East Ham Town Hall,Roadside,,Newham,0.0550002064487128,51.5330166040173,erg_laqn,,,2024-04-02 00:00:00
TL5,Newham - Hoola Tower,Newham - Hoola Tower,Roadside,,Newham,0.015002152,51.508198,erg_laqn,,,
NM1,Newham - Tant Avenue,Newham - Tant Avenue,Urban Background,,Newham,0.011989,51.514764,erg_laqn,,,2003-12-31 00:00:00
NM3,Newham - Wren Close,Newham - Wren Close,Urban Background,,Newham,0.014554,51.514727,erg_laqn,,,2024-04-02 00:00:00
