Hourly data from Defra on 12/08/2025 23:59:18
Site Name,Bristol St Paul's
Site Type,Urban Background
Region,South West
Latitude,51.462839
Longitude,-2.584482
Notes:,[1] All Data GMT hour ending;  [2] Some shorthand is used V = Verified P = Provisionally Verified N = Not Verified S = Suspect [3] Unit of measurement (for pollutants) = ugm-3
Date,Time,Nitrogen dioxide,Status,Ozone,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status
2025-01-09,21:00:00,71.24658,V,2.04559,V,27.054,V,21,V
2025-01-09,22:00:00,65.54345,V,2.54452,V,39.614,V,31,V
2025-01-09,23:00:00,58.33318,V,1.69635,V,32.851,V,28,V
2025-01-10,00:00:00,53.43577,V,1.66308,V,23.189,V,27,V
2025-01-10,01:00:00,49.96995,V,1.33047,V,35.749,V,28,V
2025-01-10,02:00:00,46.07512,V,no data,V,28.02,V,23,V
2025-01-10,03:00:00,41.70776,V,1.06437,V,35.749,V,16,V
2025-01-10,04:00:00,39.15484,V,1.14753,V,28.986,V,22,V
2025-01-10,05:00:00,39.64258,V,0.84817,V,25.121,V,17,V
2025-01-10,06:00:00,42.42688,V,0.79828,V,29.952,V,23,V
2025-01-10,07:00:00,48.60307,V,0.99785,V,22.223,V,17,V
2025-01-10,08:00:00,54.9434,V,1.09764,V,17.392,V,17,V
2025-01-10,09:00:00,59.02839,V,4.78968,V,15.459,V,14,V
2025-01-10,10:00:00,43.06159,V,19.70754,V,11.594,V,12,V
2025-01-10,11:00:00,33.05296,V,29.53636,V,29.952,V,9,V
2025-01-10,12:00:00,24.70362,V,41.11142,V,16.425,V,8,V
2025-01-10,13:00:00,27.19306,V,37.71873,V,19.324,V,7,V
2025-01-10,14:00:00,27.66433,V,37.96819,V,19.324,V,11,V
2025-01-10,15:00:00,26.80547,V,39.21551,V,15.459,V,9,V
2025-01-10,16:00:00,39.34352,V,33.52776,V,24.155,V,12,V
2025-01-10,17:00:00,44.4457,V,22.10238,V,28.02,V,11,V
2025-01-10,18:00:00,54.75279,V,11.02624,V,28.986,V,19,V
2025-01-10,19:00:00,59.86115,V,4.54022,V,26.087,V,22,V
2025-01-10,20:00:00,56.58007,V,4.83957,V,36.716,V,26,V
2025-01-10,21:00:00,56.16339,V,3.59226,V,32.851,V,25,V
2025-01-10,22:00:00,49.25114,V,5.63785,V,22.223,V,27,V
2025-01-10,23:00:00,51.25234,V,1.92918,V,36.716,V,27,V
2025-01-11,00:00:00,48.80062,V,2.99355,V,42.513,V,37,V
2025-01-11,01:00:00,46.36642,V,4.45706,V,38.648,V,16,V
2025-01-11,02:00:00,41.92278,V,6.48603,V,32.851,V,25,V
2025-01-11,03:00:00,37.63153,V,9.13033,V,28.986,V,24,V
2025-01-11,04:00:00,37.91121,V,7.43398,V,31.885,V,25,V
2025-01-11,05:00:00,42.92507,V,3.39269,V,30.918,V,27,V
2025-01-11,06:00:00,46.66551,V,1.14753,V,41.547,V,28,V
2025-01-11,07:00:00,47.27565,V,1.49678,V,36.716,V,27,V
2025-01-11,08:00:00,49.54326,V,1.89592,V,33.817,V,29,V
2025-01-11,09:00:00,45.92505,V,4.49033,V,34.783,V,24,V
2025-01-11,10:00:00,47.26689,V,7.93291,V,36.716,V,30,V
2025-01-11,11:00:00,49.97825,V,9.18022,V,54.107,V,33,V
2025-01-11,12:00:00,51.21016,V,12.87227,V,34.783,V,24,V
2025-01-11,13:00:00,29.67154,V,37.61895,V,21.256,V,13,V
2025-01-11,14:00:00,33.78241,V,31.53206,V,20.29,V,12,V
2025-01-11,15:00:00,38.49761,V,25.64475,V,23.189,V,13,V
2025-01-11,16:00:00,50.73566,V,11.9742,V,20.29,V,14,V
2025-01-11,17:00:00,55.09574,V,6.88517,V,31.885,V,25,V
2025-01-11,18:00:00,58.16447,V,4.64,V,40.58,V,27,V
2025-01-11,19:00:00,50.19646,V,8.98065,V,27.054,V,20,V
2025-01-11,20:00:00,50.37145,V,7.93291,V,29.952,V,23,V
2025-01-11,21:00:00,43.58757,V,12.6228,V,31.885,V,26,V
2025-01-11,22:00:00,43.36471,V,12.22366,V,32.851,V,20,V
2025-01-11,23:00:00,44.41172,V,11.47528,V,28.986,V,23,V
2025-01-12,00:00:00,40.52852,V,15.69951,V,25.121,V,28,V
2025-01-12,01:00:00,28.06411,V,24.94625,V,29.952,V,15,V
2025-01-12,02:00:00,28.25765,V,23.34969,V,25.121,V,17,V
2025-01-12,03:00:00,37.78178,V,15.91571,V,26.087,V,17,V
2025-01-12,04:00:00,18.87368,V,33.17851,V,23.189,V,13,V
2025-01-12,05:00:00,18.65331,V,33.02884,V,20.29,V,12,V
2025-01-12,06:00:00,20.64147,V,27.98969,V,18.358,V,18,V
2025-01-12,07:00:00,21.8509,V,24.74668,V,22.223,V,10,V
2025-01-12,08:00:00,31.80249,V,14.81807,V,21.256,V,11,V
2025-01-12,09:00:00,35.607,V,13.27141,V,20.29,V,12,V
2025-01-12,10:00:00,34.52759,V,15.21721,V,23.189,V,10,V
2025-01-12,11:00:00,35.0237,V,17.51227,V,18.358,V,14,V
2025-01-12,12:00:00,36.69234,V,21.55356,V,18.358,V,11,V
2025-01-12,13:00:00,39.17823,V,30.33464,V,16.425,V,6,V
2025-01-12,14:00:00,37.5963,V,32.13077,V,15.459,V,5,V
2025-01-12,15:00:00,28.063,V,40.96174,V,11.594,V,7,V
2025-01-12,16:00:00,46.30204,V,20.05679,V,16.425,V,8,V
2025-01-12,17:00:00,54.7046,V,7.53377,V,18.358,V,11,V
2025-01-12,18:00:00,55.5403,V,6.28646,V,21.256,V,13,V
2025-01-12,19:00:00,61.08276,V,3.79183,V,27.054,V,14,V
2025-01-12,20:00:00,66.90352,V,1.29721,V,25.121,V,20,V
2025-01-12,21:00:00,69.83236,V,1.59656,V,28.986,V,19,V
2025-01-12,22:00:00,61.26164,V,1.49678,V,26.087,V,20,V
2025-01-12,23:00:00,57.1727,V,1.89592,V,24.155,V,15,V
2025-01-13,00:00:00,51.53055,V,5.58796,V,19.324,V,11,V
2025-01-13,01:00:00,44.89176,V,4.78968,V,19.324,V,14,V
2025-01-13,02:00:00,41.73797,V,8.43183,V,19.324,V,10,V
2025-01-13,03:00:00,42.77837,V,8.78108,V,17.392,V,6,V
2025-01-13,04:00:00,43.89879,V,9.62925,V,13.527,V,6,V
2025-01-13,05:00:00,42.77444,V,15.06754,V,14.493,V,6,V
2025-01-13,06:00:00,53.31027,V,11.52517,V,16.425,V,4,V
2025-01-13,07:00:00,69.28798,V,1.26394,V,16.425,V,6,V
2025-01-13,08:00:00,60.29588,V,12.17377,V,14.493,V,6,V
2025-01-13,09:00:00,24.94318,V,48.04648,V,12.561,V,8,V
2025-01-13,10:00:00,15.43985,V,55.53035,V,11.594,V,7,V
2025-01-13,11:00:00,16.32357,V,53.53465,V,12.561,V,4,V
2025-01-13,12:00:00,14.90458,V,55.28089,V,13.527,V,4,V
2025-01-13,13:00:00,15.68798,V,56.87745,V,14.493,V,7,V
2025-01-13,14:00:00,18.23567,V,53.33508,V,16.425,V,5,V
2025-01-13,15:00:00,25.55433,V,45.9011,V,16.425,V,4,V
2025-01-13,16:00:00,29.10379,V,40.41293,V,15.459,V,6,V
2025-01-13,17:00:00,45.54069,V,23.74883,V,20.29,V,7,V
2025-01-13,18:00:00,36.52415,V,36.77077,V,16.425,V,9,V
2025-01-13,19:00:00,30.96977,V,40.66239,V,20.29,V,10,V
2025-01-13,20:00:00,31.1637,V,38.01809,V,15.459,V,8,V
2025-01-13,21:00:00,20.18678,V,47.74712,V,16.425,V,10,V
2025-01-13,22:00:00,14.81352,V,52.63659,V,16.425,V,7,V
2025-01-13,23:00:00,27.9751,V,38.51701,V,19.324,V,5,V
2025-01-14,00:00:00,29.643,V,35.12432,V,14.493,V,5,V
2025-01-14,01:00:00,13.28405,V,48.7616,V,15.459,V,7,V
2025-01-14,02:00:00,10.85414,V,52.23745,V,12.561,V,6,V
2025-01-14,03:00:00,24.85376,V,36.67099,V,16.425,V,8,V
2025-01-14,04:00:00,36.27903,V,22.6013,V,15.459,V,7,V
2025-01-14,05:00:00,59.93264,V,3.09334,V,13.527,V,5,V
2025-01-14,06:00:00,48.86278,V,14.6684,V,14.493,V,10,V
2025-01-14,07:00:00,51.23978,V,12.32345,V,15.459,V,9,V
2025-01-14,08:00:00,69.7818,V,2.66093,V,18.358,V,12,V
2025-01-14,09:00:00,43.54075,V,24.54711,V,26.087,V,7,V
2025-01-14,10:00:00,30.9538,V,34.6254,V,16.425,V,7,V
2025-01-14,11:00:00,33.90624,V,32.38023,V,19.324,V,6,V
2025-01-14,12:00:00,24.71827,V,43.50626,V,28.986,V,8,V
2025-01-14,13:00:00,20.69792,V,46.20046,V,18.358,V,10,V
2025-01-14,14:00:00,16.51911,V,49.84261,V,14.493,V,7,V
2025-01-14,15:00:00,24.48226,V,42.25895,V,20.29,V,6,V
2025-01-14,16:00:00,23.97484,V,41.46067,V,10.628,V,8,V
2025-01-14,17:00:00,32.61003,V,29.68604,V,12.561,V,7,V
2025-01-14,18:00:00,30.54337,V,32.52991,V,9.662,V,11,V
2025-01-14,19:00:00,21.45913,V,42.95744,V,7.73,V,10,V
2025-01-14,20:00:00,26.3892,V,34.37593,V,11.594,V,10,V
2025-01-14,21:00:00,26.51448,V,33.32819,V,8.696,V,7,V
2025-01-14,22:00:00,15.62576,V,47.69723,V,12.561,V,5,V
2025-01-14,23:00:00,12.03207,V,53.28519,V,18.358,V,5,V
2025-01-15,00:00:00,11.20648,V,53.35171,V,13.527,V,7,V
2025-01-15,01:00:00,9.15653,V,58.14139,V,16.425,V,9,V
2025-01-15,02:00:00,9.10411,V,55.82971,V,5.797,V,8,V
2025-01-15,03:00:00,26.37211,V,35.97249,V,10.628,V,5,V
2025-01-15,04:00:00,10.58568,V,52.23745,V,8.696,V,6,V
2025-01-15,05:00:00,12.83807,V,48.39573,V,10.628,V,6,V
2025-01-15,06:00:00,45.98063,V,10.07829,V,16.425,V,5,V
2025-01-15,07:00:00,32.37355,V,33.9269,V,9.662,V,9,V
2025-01-15,08:00:00,26.39945,V,40.46282,V,7.73,V,8,V
2025-01-15,09:00:00,22.00672,V,46.25035,V,21.256,V,8,V
2025-01-15,10:00:00,22.82691,V,45.85121,V,19.324,V,14,V
2025-01-15,11:00:00,19.29435,V,51.38928,V,10.628,V,10,V
2025-01-15,12:00:00,18.43785,V,51.38928,V,11.594,V,8,V
2025-01-15,13:00:00,16.83796,V,52.5368,V,15.459,V,6,V
2025-01-15,14:00:00,25.14123,V,40.66239,V,15.459,V,7,V
2025-01-15,15:00:00,28.77644,V,36.72088,V,17.392,V,11,V
2025-01-15,16:00:00,27.04566,V,41.9097,V,20.29,V,11,V
2025-01-15,17:00:00,51.15248,V,17.66195,V,23.189,V,13,V
2025-01-15,18:00:00,60.08376,V,1.04774,V,28.02,V,18,V
2025-01-15,19:00:00,34.12522,V,28.5884,V,18.358,V,10,V
2025-01-15,20:00:00,21.20637,V,41.85981,V,13.527,V,11,V
2025-01-15,21:00:00,25.23156,V,36.72088,V,10.628,V,10,V
2025-01-15,22:00:00,23.80956,V,34.72518,V,18.358,V,16,V
2025-01-15,23:00:00,41.62283,V,16.26496,V,16.425,V,9,V
2025-01-16,00:00:00,40.56824,V,13.9699,V,9.662,V,12,V
2025-01-16,01:00:00,51.539,V,3.72531,V,15.459,V,11,V
2025-01-16,02:00:00,44.215,V,4.98925,V,12.561,V,7,V
2025-01-16,03:00:00,38.80416,V,8.23226,V,12.561,V,6,V
2025-01-16,04:00:00,31.75972,V,8.43183,V,10.628,V,6,V
2025-01-16,05:00:00,30.52971,V,3.29291,V,6.763,V,6,V
